,data
81204,2
81205,1
81206,0
81207,1
81208,2
81209,3
81210,1
81211,1
81212,1
81213,1
81214,0
81215,0
81216,2
81217,2
81218,1
81219,1
81220,1
81221,2
81222,2
81223,0
81224,0
81225,1
81226,1
81227,1
81228,1
81229,2
81230,1
81231,1
81232,0
81233,0
81234,1
81235,0
81236,0
81237,0
81238,0
81239,0
81240,0
81241,0
81242,0
81243,1
81244,1
81245,0
81246,1
81247,2
81248,2
81249,0
81250,2
81251,0
81252,1
81253,0
81254,2
81255,2
81256,0
81257,1
81258,0
81259,0
81260,1
81261,0
81262,2
81263,0
81264,2
81265,0
81266,0
81267,1
81268,0
81269,2
81270,1
81271,1
81272,2
81273,1
81274,0
81275,0
81276,1
81277,1
81278,1
81279,2
81280,0
81281,0
81282,0
81283,1
81284,3
81285,0
81286,0
81287,1
81288,1
81289,0
81290,0
81291,1
81292,2
81293,0
81294,0
81295,1
81296,0
81297,0
81298,1
81299,0
81300,0
81301,2
81302,0
81303,0
81304,0
81305,2
81306,2
81307,0
81308,2
81309,1
81310,0
81311,0
81312,2
81313,0
81314,1
81315,1
81316,0
81317,2
81318,0
81319,1
81320,0
81321,0
81322,1
81323,0
81324,2
81325,0
81326,2
81327,3
81328,1
81329,0
81330,1
81331,0
81332,1
81333,0
81334,0
81335,2
81336,1
81337,1
81338,0
81339,2
81340,1
81341,1
81342,2
81343,0
81344,2
81345,1
81346,0
81347,1
81348,1
81349,0
81350,0
81351,0
81352,0
81353,1
81354,0
81355,3
81356,0
81357,1
81358,0
81359,0
81360,0
81361,0
81362,0
81363,0
81364,0
81365,2
81366,0
81367,0
81368,0
81369,0
81370,2
81371,0
81372,0
81373,1
81374,0
81375,0
81376,0
81377,1
81378,0
81379,1
81380,0
81381,0
81382,0
81383,1
81384,2
81385,1
81386,1
81387,2
81388,0
81389,0
81390,2
81391,1
81392,2
81393,1
81394,0
81395,2
81396,0
81397,2
81398,2
81399,1
81400,0
81401,1
81402,2
81403,0
81404,1
81405,2
81406,0
81407,2
81408,0
81409,0
81410,1
81411,1
81412,0
81413,0
81414,2
81415,2
81416,0
81417,1
81418,1
81419,0
81420,2
81421,0
81422,1
81423,1
81424,0
81425,2
81426,0
81427,2
81428,1
81429,0
81430,1
81431,1
81432,2
81433,2
81434,1
81435,0
81436,1
81437,0
81438,1
81439,1
81440,2
81441,0
81442,0
81443,3
81444,0
81445,0
81446,0
81447,1
81448,1
81449,0
81450,1
81451,2
81452,1
81453,1
81454,0
81455,0
81456,1
81457,0
81458,1
81459,0
81460,2
81461,2
81462,2
81463,0
81464,1
81465,2
81466,0
81467,0
81468,1
81469,3
81470,2
81471,0
81472,0
81473,0
81474,0
81475,0
81476,2
81477,1
81478,1
81479,0
81480,2
81481,0
81482,0
81483,2
81484,2
81485,0
81486,2
81487,0
81488,0
81489,0
81490,2
81491,0
81492,1
81493,0
81494,2
81495,1
81496,0
81497,0
81498,1
81499,2
81500,1
81501,0
81502,2
81503,2
81504,0
81505,0
81506,2
81507,1
81508,0
81509,1
81510,0
81511,0
81512,0
81513,1
81514,2
81515,0
81516,1
81517,0
81518,0
81519,1
81520,0
81521,3
81522,1
81523,0
81524,2
81525,0
81526,2
81527,0
81528,2
81529,0
81530,0
81531,2
81532,1
81533,1
81534,0
81535,1
81536,2
81537,3
81538,1
81539,1
81540,2
81541,1
81542,2
81543,0
81544,1
81545,0
81546,2
81547,1
81548,0
81549,0
81550,1
81551,0
81552,0
81553,0
81554,1
81555,2
81556,0
81557,2
81558,0
81559,1
81560,1
81561,0
81562,0
81563,0
81564,0
81565,0
81566,1
81567,1
81568,0
81569,1
81570,2
81571,2
81572,1
81573,0
81574,2
81575,0
81576,2
81577,0
81578,2
81579,2
81580,1
81581,1
81582,0
81583,0
81584,2
81585,0
81586,0
81587,0
81588,0
81589,1
81590,0
81591,2
81592,0
81593,0
81594,2
81595,1
81596,0
81597,1
81598,0
81599,1
81600,1
81601,1
81602,0
81603,2
81604,2
81605,0
81606,1
81607,0
81608,0
81609,1
81610,2
81611,0
81612,0
81613,0
81614,0
81615,2
81616,0
81617,0
81618,0
81619,0
81620,1
81621,2
81622,0
81623,2
81624,0
81625,2
81626,1
81627,0
81628,0
81629,1
81630,1
81631,2
81632,1
81633,2
81634,0
81635,2
81636,0
81637,0
81638,0
81639,1
81640,1
81641,3
81642,0
81643,0
81644,2
81645,1
81646,1
81647,2
81648,2
81649,0
81650,0
81651,2
81652,0
81653,1
81654,1
81655,0
81656,0
81657,0
81658,1
81659,0
81660,0
81661,0
81662,2
81663,0
81664,0
81665,0
81666,0
81667,0
81668,0
81669,2
81670,1
81671,1
81672,0
81673,0
81674,2
81675,2
81676,0
81677,1
81678,2
81679,0
81680,0
81681,1
81682,0
81683,0
81684,1
81685,1
81686,0
81687,0
81688,0
81689,0
81690,0
81691,0
81692,2
81693,1
81694,1
81695,3
81696,0
81697,1
81698,3
81699,1
81700,0
81701,0
81702,0
81703,1
81704,2
81705,2
81706,1
81707,0
81708,0
81709,0
81710,1
81711,1
81712,0
81713,1
81714,2
81715,1
81716,0
81717,1
81718,2
81719,1
81720,1
81721,0
81722,2
81723,0
81724,0
81725,2
81726,1
81727,0
81728,2
81729,1
81730,1
81731,0
81732,1
81733,1
81734,0
81735,0
81736,0
81737,2
81738,0
81739,0
81740,1
81741,0
81742,0
81743,0
81744,0
81745,0
81746,0
81747,0
81748,1
81749,0
81750,2
81751,1
81752,0
81753,0
81754,1
81755,0
81756,0
81757,1
81758,0
81759,0
81760,0
81761,0
81762,0
81763,1
81764,2
81765,0
81766,0
81767,1
81768,1
81769,0
81770,0
81771,0
81772,1
81773,1
81774,2
81775,0
81776,2
81777,2
81778,0
81779,2
81780,1
81781,0
81782,0
81783,2
81784,1
81785,2
81786,2
81787,2
81788,0
81789,0
81790,0
81791,0
81792,0
81793,0
81794,1
81795,0
81796,2
81797,0
81798,0
81799,0
81800,0
81801,0
81802,2
81803,1
81804,1
81805,0
81806,1
81807,0
81808,0
81809,1
81810,1
81811,1
81812,0
81813,2
81814,0
81815,0
81816,2
81817,2
81818,3
81819,2
81820,2
81821,3
81822,1
81823,0
81824,0
81825,1
81826,2
81827,0
81828,0
81829,0
81830,2
81831,0
81832,1
81833,0
81834,0
81835,1
81836,1
81837,2
81838,2
81839,1
81840,0
81841,0
81842,0
81843,1
81844,0
81845,1
81846,1
81847,0
81848,0
81849,0
81850,2
81851,1
81852,1
81853,0
81854,1
81855,2
81856,0
81857,0
81858,0
81859,1
81860,2
81861,1
81862,1
81863,1
81864,3
81865,0
81866,0
81867,0
81868,0
81869,0
81870,2
81871,0
81872,2
81873,1
81874,0
81875,0
81876,0
81877,0
81878,1
81879,0
81880,0
81881,2
81882,2
81883,0
81884,0
81885,1
81886,0
81887,0
81888,1
81889,1
81890,0
81891,2
81892,0
81893,0
81894,1
81895,0
81896,2
81897,1
81898,0
81899,0
81900,1
81901,1
81902,3
81903,0
81904,2
81905,1
81906,2
81907,0
81908,2
81909,2
81910,0
81911,2
81912,2
81913,0
81914,2
81915,0
81916,1
81917,0
81918,1
81919,2
81920,1
81921,1
81922,0
81923,1
81924,1
81925,0
81926,2
81927,1
81928,0
81929,2
81930,2
81931,2
81932,0
81933,1
81934,2
81935,1
81936,0
81937,0
81938,1
81939,0
81940,1
81941,0
81942,2
81943,0
81944,1
81945,0
81946,2
81947,0
81948,0
81949,3
81950,3
81951,1
81952,2
81953,1
81954,0
81955,1
81956,2
81957,0
81958,0
81959,0
81960,1
81961,1
81962,0
81963,0
81964,0
81965,2
81966,0
81967,2
81968,0
81969,0
81970,0
81971,1
81972,2
81973,1
81974,0
81975,0
81976,1
81977,2
81978,1
81979,1
81980,1
81981,2
81982,2
81983,2
81984,1
81985,1
81986,3
81987,0
81988,1
81989,1
81990,0
81991,2
81992,1
81993,0
81994,0
81995,1
81996,0
81997,0
81998,0
81999,0
82000,2
82001,1
82002,2
82003,1
82004,0
82005,0
82006,0
82007,0
82008,0
82009,2
82010,2
82011,0
82012,2
82013,0
82014,2
82015,0
82016,0
82017,1
82018,2
82019,1
82020,2
82021,0
82022,2
82023,0
82024,0
82025,2
82026,0
82027,2
82028,0
82029,0
82030,1
82031,2
82032,1
82033,0
82034,2
82035,0
82036,0
82037,0
82038,1
82039,1
82040,1
82041,0
82042,0
82043,0
82044,0
82045,2
82046,0
82047,0
82048,2
82049,0
82050,1
82051,0
82052,0
82053,2
82054,2
82055,1
82056,2
82057,0
82058,2
82059,0
82060,0
82061,0
82062,2
82063,0
82064,0
82065,0
82066,2
82067,1
82068,2
82069,0
82070,2
82071,1
82072,1
82073,1
82074,0
82075,0
82076,1
82077,0
82078,0
82079,0
82080,0
82081,2
82082,1
82083,1
82084,0
82085,0
82086,1
82087,1
82088,2
82089,1
82090,1
82091,0
82092,1
82093,0
82094,0
82095,2
82096,2
82097,0
82098,0
82099,0
82100,1
82101,1
82102,1
82103,2
82104,0
82105,2
82106,1
82107,2
82108,0
82109,0
82110,2
82111,0
82112,1
82113,1
82114,0
82115,0
82116,1
82117,0
82118,0
82119,0
82120,0
82121,1
82122,0
82123,2
82124,0
82125,0
82126,0
82127,0
82128,0
82129,2
82130,2
82131,0
82132,0
82133,1
82134,2
82135,0
82136,1
82137,1
82138,0
82139,2
82140,0
82141,0
82142,0
82143,1
82144,1
82145,0
82146,1
82147,0
82148,1
82149,0
82150,0
82151,0
82152,0
82153,2
82154,1
82155,1
82156,2
82157,2
82158,0
82159,3
82160,0
82161,2
82162,0
82163,1
82164,1
82165,2
82166,2
82167,1
82168,0
82169,1
82170,1
82171,1
82172,1
82173,0
82174,0
82175,1
82176,2
82177,2
82178,2
82179,1
82180,0
82181,1
82182,1
82183,2
82184,0
82185,0
82186,0
82187,2
82188,0
82189,0
82190,0
82191,0
82192,1
82193,0
82194,1
82195,1
82196,0
82197,2
82198,2
82199,1
82200,1
82201,1
82202,0
82203,0
82204,2
82205,1
82206,0
82207,1
82208,2
82209,0
82210,2
82211,0
82212,2
82213,2
82214,0
82215,2
82216,1
82217,1
82218,3
82219,0
82220,0
82221,1
82222,0
82223,1
82224,1
82225,1
82226,1
82227,1
82228,2
82229,1
82230,1
82231,0
82232,2
82233,0
82234,0
82235,1
82236,3
82237,0
82238,1
82239,2
82240,1
82241,1
82242,1
82243,0
82244,0
82245,0
82246,0
82247,1
82248,1
82249,1
82250,2
82251,0
82252,1
82253,0
82254,1
82255,2
82256,0
82257,3
82258,2
82259,0
82260,0
82261,0
82262,0
82263,1
82264,1
82265,1
82266,2
82267,0
82268,2
82269,0
82270,2
82271,1
82272,2
82273,0
82274,1
82275,1
82276,0
82277,0
82278,1
82279,1
82280,2
82281,0
82282,1
82283,1
82284,1
82285,2
82286,2
82287,1
82288,2
82289,1
82290,0
82291,0
82292,0
82293,1
82294,0
82295,1
82296,1
82297,0
82298,1
82299,0
82300,2
82301,0
82302,0
82303,0
82304,0
82305,3
82306,2
82307,0
82308,2
82309,1
82310,0
82311,0
82312,1
82313,0
82314,2
82315,0
82316,2
82317,1
82318,2
82319,1
82320,0
82321,1
82322,1
82323,2
82324,1
82325,0
82326,1
82327,2
82328,1
82329,0
82330,0
82331,0
82332,1
82333,0
82334,1
82335,0
82336,1
82337,1
82338,0
82339,0
82340,2
82341,3
82342,0
82343,2
82344,2
82345,0
82346,2
82347,2
82348,1
82349,1
82350,1
82351,0
82352,0
82353,1
82354,1
82355,0
82356,1
82357,1
82358,0
82359,2
82360,0
82361,0
82362,2
82363,0
82364,0
82365,3
82366,2
82367,0
82368,1
82369,0
82370,0
82371,0
82372,1
82373,1
82374,0
82375,0
82376,3
82377,0
82378,0
82379,1
82380,1
82381,2
82382,0
82383,1
82384,1
82385,0
82386,0
82387,0
82388,0
82389,1
82390,1
82391,1
82392,1
82393,1
82394,2
82395,0
82396,0
82397,1
82398,0
82399,0
82400,0
82401,0
82402,1
82403,0
82404,2
82405,2
82406,1
82407,1
82408,0
82409,0
82410,1
82411,2
82412,2
82413,1
82414,2
82415,1
82416,2
82417,1
82418,1
82419,0
82420,0
82421,0
82422,1
82423,0
82424,1
82425,0
82426,1
82427,0
82428,0
82429,0
82430,1
82431,2
82432,0
82433,2
82434,2
82435,3
82436,2
82437,0
82438,2
82439,3
82440,0
82441,2
82442,1
82443,0
82444,0
82445,0
82446,0
82447,0
82448,0
82449,0
82450,0
82451,0
82452,0
82453,0
82454,2
82455,1
82456,1
82457,0
82458,2
82459,1
82460,0
82461,0
82462,0
82463,1
82464,0
82465,2
82466,0
82467,1
82468,1
82469,1
82470,1
82471,0
82472,1
82473,0
82474,1
82475,2
82476,0
82477,1
82478,2
82479,0
82480,2
82481,1
82482,3
82483,2
82484,2
82485,0
82486,1
82487,1
82488,2
82489,0
82490,1
82491,2
82492,3
82493,1
82494,0
82495,0
82496,0
82497,0
82498,1
82499,2
82500,0
82501,0
82502,0
82503,1
82504,0
82505,1
82506,1
82507,2
82508,1
82509,0
82510,2
82511,2
82512,0
82513,0
82514,0
82515,0
82516,1
82517,0
82518,0
82519,1
82520,0
82521,1
82522,1
82523,2
82524,0
82525,0
82526,0
82527,0
82528,1
82529,0
82530,0
82531,1
82532,0
82533,0
82534,0
82535,1
82536,1
82537,1
82538,0
82539,1
82540,0
82541,0
82542,2
82543,0
82544,0
82545,1
82546,0
82547,2
82548,0
82549,0
82550,0
82551,2
82552,0
82553,1
82554,0
82555,2
82556,0
82557,0
82558,0
82559,1
82560,1
82561,1
82562,0
82563,0
82564,2
82565,2
82566,1
82567,2
82568,1
82569,0
82570,1
82571,0
82572,0
82573,0
82574,0
82575,0
82576,1
82577,2
82578,1
82579,1
82580,0
82581,1
82582,2
82583,0
82584,0
82585,2
82586,1
82587,0
82588,2
82589,0
82590,0
82591,0
82592,0
82593,2
82594,0
82595,0
82596,0
82597,0
82598,0
82599,0
82600,1
82601,2
82602,2
82603,0
82604,0
82605,0
82606,3
82607,1
82608,0
82609,0
82610,1
82611,0
82612,0
82613,1
82614,0
82615,0
82616,0
82617,0
82618,0
82619,1
82620,0
82621,1
82622,0
82623,3
82624,1
82625,2
82626,1
82627,0
82628,1
82629,0
82630,1
82631,0
82632,0
82633,2
82634,1
82635,0
82636,0
82637,0
82638,2
82639,0
82640,1
82641,2
82642,3
82643,1
82644,1
82645,0
82646,2
82647,0
82648,0
82649,0
82650,0
82651,2
82652,0
82653,1
82654,0
82655,2
82656,0
82657,0
82658,0
82659,0
82660,2
82661,1
82662,2
82663,0
82664,0
82665,1
82666,2
82667,0
82668,0
82669,0
82670,0
82671,1
82672,0
82673,0
82674,0
82675,2
82676,3
82677,1
82678,2
82679,1
82680,0
82681,0
82682,0
82683,0
82684,1
82685,1
82686,0
82687,2
82688,0
82689,2
82690,0
82691,1
82692,1
82693,0
82694,0
82695,2
82696,0
82697,1
82698,0
82699,2
82700,0
82701,0
82702,0
82703,0
82704,0
82705,2
82706,0
82707,2
82708,0
82709,0
82710,0
82711,0
82712,0
82713,0
82714,0
82715,0
82716,0
82717,2
82718,0
82719,2
82720,0
82721,1
82722,0
82723,1
82724,1
82725,1
82726,2
82727,0
82728,1
82729,0
82730,0
82731,3
82732,3
82733,0
82734,0
82735,1
82736,1
82737,0
82738,0
82739,1
82740,0
82741,0
82742,0
82743,0
82744,0
82745,0
82746,0
82747,0
82748,0
82749,1
82750,0
82751,0
82752,0
82753,0
82754,2
82755,0
82756,1
82757,2
82758,0
82759,2
82760,0
82761,2
82762,2
82763,1
82764,1
82765,0
82766,1
82767,1
82768,2
82769,1
82770,2
82771,1
82772,2
82773,0
82774,0
82775,0
82776,0
82777,1
82778,0
82779,0
82780,1
82781,1
82782,1
82783,2
82784,1
82785,1
82786,1
82787,2
82788,0
82789,0
82790,0
82791,0
82792,1
82793,1
82794,1
82795,1
82796,2
82797,1
82798,1
82799,0
82800,3
82801,1
82802,0
82803,0
82804,0
82805,0
82806,1
82807,2
82808,1
82809,2
82810,2
82811,0
82812,1
82813,1
82814,0
82815,2
82816,1
82817,0
82818,0
82819,2
82820,0
82821,1
82822,2
82823,0
82824,0
82825,2
82826,0
82827,1
82828,0
82829,1
82830,0
82831,1
82832,2
82833,0
82834,1
82835,1
82836,0
82837,1
82838,1
82839,0
82840,0
82841,0
82842,1
82843,0
82844,1
82845,0
82846,0
82847,0
82848,1
82849,0
82850,2
82851,2
82852,0
82853,0
82854,0
82855,0
82856,2
82857,1
82858,1
82859,0
82860,0
82861,1
82862,0
82863,2
82864,0
82865,0
82866,0
82867,2
82868,2
82869,1
82870,0
82871,1
82872,2
82873,2
82874,0
82875,1
82876,0
82877,1
82878,0
82879,0
82880,1
82881,0
82882,0
82883,0
82884,1
82885,0
82886,1
82887,0
82888,0
82889,2
82890,0
82891,1
82892,1
82893,2
82894,0
82895,0
82896,0
82897,0
82898,1
82899,0
82900,0
82901,2
82902,1
82903,1
82904,2
82905,0
82906,2
82907,0
82908,1
82909,2
82910,0
82911,0
82912,0
82913,0
82914,1
82915,1
82916,0
82917,0
82918,2
82919,2
82920,2
82921,2
82922,1
82923,1
82924,2
82925,0
82926,1
82927,3
82928,0
82929,0
82930,0
82931,1
82932,0
82933,1
82934,1
82935,0
82936,0
82937,1
82938,1
82939,0
82940,0
82941,1
82942,0
82943,0
82944,2
82945,0
82946,1
82947,1
82948,0
82949,0
82950,0
82951,2
82952,1
82953,2
82954,1
82955,1
82956,1
82957,0
82958,1
82959,1
82960,2
82961,0
82962,0
82963,0
82964,0
82965,0
82966,0
82967,2
82968,2
82969,2
82970,0
82971,0
82972,0
82973,0
82974,0
82975,2
82976,0
82977,1
82978,0
82979,0
82980,0
82981,1
82982,0
82983,1
82984,2
82985,1
82986,2
82987,2
82988,2
82989,1
82990,2
82991,1
82992,1
82993,2
82994,2
82995,0
82996,1
82997,1
82998,2
82999,0
83000,1
83001,2
83002,1
83003,2
83004,1
83005,1
83006,3
83007,0
83008,1
83009,1
83010,1
83011,0
83012,0
83013,2
83014,1
83015,2
83016,0
83017,2
83018,1
83019,2
83020,1
83021,0
83022,2
83023,1
83024,0
83025,0
83026,0
83027,1
83028,0
83029,1
83030,2
83031,0
83032,1
83033,0
83034,0
83035,2
83036,0
83037,0
83038,1
83039,0
83040,2
83041,0
83042,1
83043,0
83044,0
83045,1
83046,0
83047,0
83048,0
83049,0
83050,2
83051,1
83052,2
83053,0
83054,1
83055,0
83056,0
83057,0
83058,0
83059,0
83060,2
83061,1
83062,2
83063,1
83064,2
83065,1
83066,1
83067,1
83068,1
83069,1
83070,0
83071,0
83072,1
83073,1
83074,1
83075,0
83076,2
83077,1
83078,0
83079,1
83080,2
83081,0
83082,0
83083,0
83084,2
83085,0
83086,1
83087,0
83088,0
83089,0
83090,1
83091,1
83092,0
83093,2
83094,0
83095,0
83096,1
83097,1
83098,0
83099,1
83100,1
83101,0
83102,2
83103,2
83104,1
83105,1
83106,0
83107,1
83108,0
83109,0
83110,2
83111,1
83112,0
83113,1
83114,0
83115,2
83116,1
83117,0
83118,1
83119,0
83120,0
83121,0
83122,0
83123,1
83124,2
83125,1
83126,2
83127,2
83128,1
83129,1
83130,1
83131,1
83132,2
83133,1
83134,1
83135,1
83136,0
83137,0
83138,1
83139,0
83140,1
83141,2
83142,0
83143,1
83144,0
83145,0
83146,0
83147,2
83148,0
83149,1
83150,1
83151,1
83152,1
83153,0
83154,0
83155,0
83156,0
83157,2
83158,1
83159,1
83160,1
83161,0
83162,0
83163,1
83164,1
83165,1
83166,0
83167,1
83168,2
83169,0
83170,0
83171,1
83172,2
83173,0
83174,0
83175,1
83176,0
83177,2
83178,1
83179,0
83180,0
83181,1
83182,0
83183,0
83184,1
83185,0
83186,2
83187,0
83188,2
83189,2
83190,0
83191,1
83192,2
83193,0
83194,1
83195,1
83196,2
83197,2
83198,1
83199,2
83200,1
83201,1
83202,2
83203,0
83204,0
83205,1
83206,1
83207,1
83208,0
83209,0
83210,1
83211,0
83212,2
83213,2
83214,0
83215,1
83216,0
83217,0
83218,1
83219,0
83220,2
83221,1
83222,1
83223,0
83224,1
83225,0
83226,0
83227,0
83228,2
83229,0
83230,0
83231,0
83232,0
83233,1
83234,0
83235,1
83236,1
83237,1
83238,1
83239,0
83240,0
83241,1
83242,2
83243,1
83244,1
83245,1
83246,1
83247,1
83248,0
83249,2
83250,0
83251,1
83252,1
83253,0
83254,1
83255,0
83256,0
83257,0
83258,1
83259,0
83260,0
83261,1
83262,1
83263,0
83264,0
83265,0
83266,0
83267,0
83268,0
83269,0
83270,2
83271,0
83272,2
83273,0
83274,1
83275,1
83276,0
83277,1
83278,2
83279,0
83280,1
83281,0
83282,1
83283,1
83284,1
83285,1
83286,2
83287,1
83288,0
83289,1
83290,1
83291,0
83292,0
83293,2
83294,0
83295,1
83296,0
83297,1
83298,0
83299,2
83300,0
83301,0
83302,0
83303,0
83304,1
83305,1
83306,1
83307,1
83308,0
83309,3
83310,0
83311,0
83312,1
83313,2
83314,1
83315,2
83316,0
83317,0
83318,1
83319,1
83320,1
83321,2
83322,0
83323,0
83324,2
83325,0
83326,0
83327,1
83328,1
83329,2
83330,1
83331,1
83332,0
83333,1
83334,2
83335,2
83336,1
83337,0
83338,0
83339,0
83340,1
83341,1
83342,1
83343,2
83344,0
83345,1
83346,0
83347,0
83348,2
83349,1
83350,0
83351,0
83352,0
83353,1
83354,0
83355,1
83356,2
83357,1
83358,2
83359,2
83360,0
83361,0
83362,0
83363,2
83364,2
83365,2
83366,0
83367,1
83368,0
83369,2
83370,1
83371,1
83372,0
83373,1
83374,0
83375,0
83376,1
83377,1
83378,1
83379,0
83380,2
83381,2
83382,0
83383,0
83384,1
83385,2
83386,0
83387,1
83388,1
83389,0
83390,1
83391,1
83392,0
83393,1
83394,1
83395,0
83396,0
83397,0
83398,0
83399,0
83400,0
83401,2
83402,1
83403,0
83404,0
83405,0
83406,1
83407,0
83408,0
83409,1
83410,0
83411,1
83412,0
83413,2
83414,0
83415,0
83416,2
83417,0
83418,0
83419,0
83420,1
83421,1
83422,2
83423,2
83424,1
83425,1
83426,2
83427,1
83428,1
83429,2
83430,0
83431,0
83432,2
83433,2
83434,1
83435,0
83436,1
83437,0
83438,0
83439,0
83440,2
83441,1
83442,3
83443,0
83444,2
83445,2
83446,0
83447,3
83448,0
83449,1
83450,0
83451,2
83452,1
83453,0
83454,2
83455,2
83456,1
83457,2
83458,0
83459,0
83460,1
83461,0
83462,0
83463,1
83464,0
83465,2
83466,1
83467,0
83468,1
83469,0
83470,0
83471,2
83472,2
83473,1
83474,0
83475,0
83476,1
83477,1
83478,0
83479,0
83480,2
83481,0
83482,0
83483,0
83484,1
83485,2
83486,1
83487,1
83488,1
83489,1
83490,0
83491,2
83492,0
83493,0
83494,0
83495,1
83496,1
83497,1
83498,1
83499,1
83500,1
83501,1
83502,0
83503,2
83504,1
83505,0
83506,1
83507,2
83508,1
83509,0
83510,1
83511,2
83512,0
83513,1
83514,1
83515,0
83516,0
83517,1
83518,0
83519,0
83520,0
83521,0
83522,1
83523,0
83524,1
83525,1
83526,1
83527,0
83528,3
83529,2
83530,1
83531,1
83532,1
83533,0
83534,1
83535,2
83536,0
83537,0
83538,0
83539,0
83540,0
83541,0
83542,0
83543,3
83544,0
83545,1
83546,1
83547,1
83548,1
83549,0
83550,0
83551,2
83552,2
83553,0
83554,3
83555,2
83556,1
83557,1
83558,2
83559,1
83560,1
83561,1
83562,1
83563,1
83564,0
83565,0
83566,0
83567,2
83568,2
83569,0
83570,1
83571,2
83572,1
83573,1
83574,0
83575,0
83576,0
83577,0
83578,2
83579,1
83580,0
83581,2
83582,0
83583,1
83584,0
83585,0
83586,0
83587,3
83588,1
83589,1
83590,2
83591,0
83592,2
83593,2
83594,2
83595,0
83596,0
83597,0
83598,1
83599,0
83600,1
83601,0
83602,0
83603,1
83604,0
83605,0
83606,0
83607,1
83608,2
83609,0
83610,0
83611,0
83612,0
83613,2
83614,0
83615,1
83616,1
83617,1
83618,1
83619,1
83620,0
83621,0
83622,0
83623,0
83624,0
83625,1
83626,1
83627,2
83628,1
83629,0
83630,1
83631,0
83632,0
83633,2
83634,0
83635,0
83636,0
83637,3
83638,1
83639,1
83640,1
83641,0
83642,2
83643,2
83644,0
83645,0
83646,1
83647,1
83648,0
83649,1
83650,0
83651,1
83652,1
83653,2
83654,0
83655,0
83656,0
83657,0
83658,2
83659,0
83660,0
83661,1
83662,0
83663,0
83664,0
83665,2
83666,0
83667,2
83668,0
83669,2
83670,1
83671,0
83672,0
83673,0
83674,0
83675,0
83676,0
83677,0
83678,0
83679,0
83680,1
83681,0
83682,1
83683,0
83684,0
83685,0
83686,1
83687,1
83688,1
83689,1
83690,1
83691,2
83692,1
83693,0
83694,1
83695,0
83696,1
83697,0
83698,1
83699,1
83700,1
83701,1
83702,0
83703,1
83704,0
83705,2
83706,0
83707,0
83708,0
83709,0
83710,1
83711,1
83712,1
83713,2
83714,1
83715,0
83716,0
83717,0
83718,1
83719,0
83720,2
83721,0
83722,1
83723,0
83724,2
83725,0
83726,2
83727,0
83728,1
83729,2
83730,2
83731,0
83732,0
83733,0
83734,0
83735,0
83736,2
83737,1
83738,0
83739,0
83740,0
83741,0
83742,1
83743,1
83744,0
83745,0
83746,2
83747,1
83748,1
83749,2
83750,0
83751,2
83752,1
83753,1
83754,0
83755,1
83756,0
83757,1
83758,1
83759,0
83760,0
83761,0
83762,0
83763,0
83764,1
83765,2
83766,1
83767,0
83768,1
83769,0
83770,0
83771,0
83772,1
83773,0
83774,0
83775,0
83776,0
83777,0
83778,0
83779,0
83780,0
83781,1
83782,2
83783,2
83784,1
83785,2
83786,0
83787,0
83788,2
83789,2
83790,1
83791,0
83792,1
83793,2
83794,0
83795,0
83796,1
83797,0
83798,0
83799,0
83800,1
83801,1
83802,0
83803,2
83804,0
83805,0
83806,0
83807,0
83808,0
83809,0
83810,1
83811,0
83812,1
83813,1
83814,0
83815,1
83816,0
83817,1
83818,0
83819,1
83820,1
83821,0
83822,1
83823,0
83824,1
83825,3
83826,0
83827,0
83828,1
83829,1
83830,1
83831,1
83832,0
83833,0
83834,0
83835,0
83836,0
83837,0
83838,2
83839,0
83840,0
83841,0
83842,0
83843,1
83844,0
83845,2
83846,0
83847,1
83848,1
83849,3
83850,2
83851,1
83852,0
83853,1
83854,1
83855,1
83856,0
83857,2
83858,1
83859,0
83860,0
83861,1
83862,2
83863,0
83864,0
83865,1
83866,2
83867,0
83868,0
83869,0
83870,0
83871,0
83872,1
83873,2
83874,0
83875,1
83876,0
83877,0
83878,0
83879,1
83880,1
83881,1
83882,0
83883,0
83884,0
83885,0
83886,2
83887,0
83888,0
83889,2
83890,0
83891,0
83892,1
83893,1
83894,0
83895,0
83896,1
83897,3
83898,0
83899,2
83900,0
83901,0
83902,2
83903,2
83904,1
83905,1
83906,0
83907,1
83908,0
83909,2
83910,0
83911,2
83912,0
83913,1
83914,0
83915,0
83916,0
83917,2
83918,1
83919,2
83920,1
83921,3
83922,0
83923,0
83924,0
83925,0
83926,2
83927,2
83928,0
83929,0
83930,1
83931,0
83932,2
83933,0
83934,3
83935,2
83936,1
83937,1
83938,2
83939,1
83940,0
83941,0
83942,0
83943,0
83944,2
83945,0
83946,1
83947,0
83948,0
83949,0
83950,1
83951,1
83952,0
83953,0
83954,2
83955,0
83956,1
83957,1
83958,2
83959,1
83960,0
83961,0
83962,0
83963,0
83964,0
83965,0
83966,2
83967,0
83968,0
83969,0
83970,1
83971,1
83972,0
83973,1
83974,2
83975,0
83976,1
83977,2
83978,1
83979,1
83980,1
83981,0
83982,0
83983,1
83984,1
83985,2
83986,2
83987,1
83988,0
83989,0
83990,2
83991,2
83992,1
83993,1
83994,2
83995,0
83996,2
83997,2
83998,0
83999,0
84000,0
84001,2
84002,2
